BeachName,DNRID,Date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,Entero_avg_cfu,Microcystin_ugL,Cylindro_ugL,Anatoxin_ugL,ClosureYN,ClosureReason,MonitoringOrg
Cedar - East,27-0039,2015-08-31,20,45,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2015-08-31,4,15,cfu,4,,,,N,,MPRB
Hiawatha,27-0018,2015-08-31,734,291,cfu,565,,,,Y,ecoli_30dayGM,MPRB
Cedar - Main,27-0039,2015-08-31,16.5,37,cfu,2420,,,,Y,entero,MPRB
Nokomis - Main,27-0019,2016-05-23,7.5,,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-05-23,14,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-05-31,21,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-05-31,7,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-05-31,17.67,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-05-31,18.5,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-05-31,44.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-05-31,12.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-05-31,7.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-05-31,5,,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-05-31,37,,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-05-31,43.5,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-05-31,9,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-05-31,2.5,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-06-06,2,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-06-06,379,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-06-06,36,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-06-06,6,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-06-06,45.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-06-06,308.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-06-06,2.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-06-06,26,,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-06-06,64.5,,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-06-06,4,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-06-06,34.5,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-06-06,7.5,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-06-13,2.5,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-06-13,156.5,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-06-13,210,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-06-13,16.5,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-06-13,47.67,,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-06-13,27.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-06-13,13.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-06-13,71,,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-06-13,186.5,,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-06-13,28.5,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-06-13,20,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-06-13,35,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-06-20,36.5,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-06-20,30,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-06-20,63,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-06-20,35.5,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-06-20,67,62.82,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-06-20,51,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-06-20,4.5,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-06-20,24.5,,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-06-20,4,9.44,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-06-20,9.5,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-06-20,125.5,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-06-20,3.5,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-06-27,5.73,22.62,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-06-27,90.05,21,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-06-27,18.5,12.53,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-06-27,16.35,13.97,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-06-27,37.95,11,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-06-27,19.5,22.38,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-06-27,22.1,20.09,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-06-27,14.7,21.61,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-06-27,4.05,6.95,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-06-27,2.05,9.43,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-06-27,34.55,13.5,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-06-27,2.55,9.51,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-07-05,5.5,9.51,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-07-05,7,8,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-07-05,16,6.51,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-07-05,11,1.8,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-07-05,27,10.92,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-07-05,1.5,4.82,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-07-05,1.5,2.7,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-07-05,1.67,8.2,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-07-05,1.5,1.74,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-07-05,1,1.83,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-07-05,3.5,1.67,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-07-05,2,1.74,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-07-11,9,27.5,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-07-11,60,6,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-07-11,87.5,6,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-07-11,18,8,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-07-11,18.5,14,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-07-11,26,13.9,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-07-11,7.5,11.61,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-07-11,2,12.92,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-07-11,1,6.07,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-07-11,12.5,8.48,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-07-11,4,7.21,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-07-11,22,11.65,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-07-18,1.5,4.71,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-07-18,1,4,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-07-18,38.5,8,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-07-18,3.5,7,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-07-18,11.5,8,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-07-18,1,2.12,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-07-18,2,1.5,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-07-18,2.5,2.73,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-07-18,8,2.53,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-07-18,1,1.38,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-07-18,1,1.5,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-07-18,6.5,1.67,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-07-25,57.75,17.95,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-07-25,1.5,12,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-07-25,71.65,5,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-07-25,14,9,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-07-25,21.45,16,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-07-25,4.65,11.18,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-07-25,2.5,7.27,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-07-25,20.2,13.94,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-07-25,86.35,28.8,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-07-25,52.4,10.48,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-07-25,10.25,10.68,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-07-25,170.95,16.06,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-08-01,3,8.2,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-08-01,14.5,16,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-08-01,10.5,38,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-08-01,4.5,33,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-08-01,18,26,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-08-01,14.5,11.78,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-08-01,1.5,7.17,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-08-01,20,9.32,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-08-01,507,22.88,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-08-01,7,6.2,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-08-01,262,15.15,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-08-01,4.5,11.24,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-08-08,5.5,6.86,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-08-08,1,17,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-08-08,84,51,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-08-08,6,50,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-08-08,5.5,23,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-08-08,99.5,10.43,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-08-08,9,11.51,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-08-08,41,5.95,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-08-08,17.5,9.95,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-08-08,27.5,22.33,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-08-08,7.5,23.76,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-08-08,3,14.08,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-08-15,5,23.97,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-08-15,3,31,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-08-15,814.5,24,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-08-15,37,26,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-08-15,17.5,31,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-08-15,3.5,16.35,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-08-15,15,15.85,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-08-15,230,19.32,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-08-15,7.5,19.04,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-08-15,26,26.48,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-08-15,4,8.36,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-08-15,1271,26.2,cfu,,,,,Y,ecoli_1dayGM,MPRB
Bde Maka Ska - Thomas,27-0031,2016-08-17,116,29.07,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2016-08-22,30.65,25.13,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-08-22,2,9,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-08-22,19.53,96,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-08-22,21.55,66,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2016-08-22,44.25,44.25,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-08-22,303.75,115.94,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-08-22,56.05,15.09,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-08-22,408.8,49.16,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-08-22,18.6,33.77,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-08-22,23.9,31.51,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-08-22,5.2,41.29,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-08-22,388.67,212,cfu,,,,,Y,ecoli_30dayGM,MPRB
Harriet - Main,27-0016,2016-08-29,13.5,32.02,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2016-08-29,34.5,40,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2016-08-29,8.33,72,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2016-08-29,6.67,7,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2016-08-29,36.5,99.57,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2016-08-29,548,26.94,cfu,,,,,N,,MPRB
Wirth,27-0037,2016-08-29,341.5,24.07,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2016-08-29,3.5,63,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2016-08-29,6.5,54.44,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2016-08-29,28.5,30.14,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2016-08-29,1300,124,cfu,,,,,Y,ecoli_1dayGM,MPRB
Bde Maka Ska - 32nd,27-0031,2016-08-29,1050.5,198.08,cfu,,,,,Y,ecoli_30dayGM,MPRB
Nokomis - Main,27-0019,2017-05-22,2,,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-05-22,15,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-05-30,5.33,,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-05-30,11,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-06-05,5.2,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-06-05,8.45,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-06-05,15.3,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-06-05,10.3,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-06-05,28.05,,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-06-05,10.83,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-06-05,37.7,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-06-05,1,,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-06-05,17.55,,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-06-05,20.85,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-06-05,4.1,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-06-05,63.7,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-06-12,18.7,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-06-12,90.9,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-06-12,99.05,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-06-12,81.6,,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-06-12,24.15,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-06-12,41.23,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-06-12,26.2,,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-06-12,17.9,,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-06-12,280.55,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-06-12,14.65,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-06-12,31.15,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-06-12,2420,,cfu,,,,,Y,ecoli_1dayGM,MPRB
Hiawatha,27-0018,2017-06-14,398,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-06-19,4,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-06-19,17,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-06-19,66,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-06-19,12,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-06-19,92,55.32,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-06-19,64,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-06-19,32,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-06-19,125,,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-06-19,4,8.01,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-06-19,9,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-06-19,4,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-06-19,6,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-06-26,11,,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-06-26,3,,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-06-26,15,,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-06-26,2,,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-06-26,12,5.91,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-06-26,16,,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-06-26,204,,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-06-26,3,,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-06-26,1,11.74,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-06-26,26,,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-06-26,5,,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-06-26,9,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-07-05,19.4,25.87,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-07-05,24.25,14,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-07-05,38.85,8.42,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-07-05,18.5,7.88,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-07-05,34.3,11.75,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-07-05,398.95,65.6,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-07-05,54.25,71.9,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-07-05,188.7,35.49,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-07-05,17.3,15.73,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-07-05,12.65,63.12,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-07-05,15.3,60.2,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-07-05,5.3,29.46,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-07-10,6.9,28.8,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-07-10,11.15,35,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-07-10,217.4,23.5,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-07-10,26.85,24.13,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-07-10,44.15,30,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-07-10,44.7,15.15,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-07-10,28.45,13.87,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-07-10,5.25,13.68,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-07-10,1,7.09,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-07-10,12.8,14.26,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-07-10,9.47,15.19,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-07-10,5.2,15.16,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-07-17,41,16.15,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-07-17,3.5,8,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-07-17,14.5,4,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-07-17,22,7,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-07-17,24,8,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-07-17,483,33.54,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-07-17,238,53.06,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-07-17,25.5,18.08,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-07-17,10,29.07,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-07-17,24.5,78.31,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-07-17,37.5,76.92,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-07-17,9.5,63.14,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-07-24,2.5,14.85,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-07-24,4.5,20,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-07-24,31.2,19,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-07-24,33,21,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-07-24,62.3,23,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-07-24,29.65,8.81,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-07-24,2.55,4.65,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-07-24,2.55,9,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-07-24,36.9,7.65,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-07-24,1,3.44,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-07-24,2.55,3.45,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-07-24,109.2,7.32,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-07-31,10.4,14,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-07-31,5.2,18,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-07-31,20,12,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-07-31,17.05,20,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-07-31,29.2,33,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-07-31,24.3,20.06,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-07-31,5.3,14.26,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-07-31,84.7,18.69,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-07-31,10.25,10.4,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-07-31,24.5,19.44,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-07-31,3.55,15.68,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-07-31,25.7,12.35,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-08-07,9.5,17.9,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-08-07,9,18,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-08-07,245.65,40,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-08-07,8.33,18,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-08-07,10.5,22,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-08-07,53.5,15.72,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-08-07,15.5,17,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-08-07,20,10.84,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-08-07,3,4.41,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-08-07,4.5,14.8,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-08-07,1,9.43,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-08-07,8,7.85,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-08-14,76,80.86,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-08-14,10.5,42,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-08-14,160.5,24,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-08-14,13,40,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-08-14,568.67,69.73,cfu,,,,,N,,MPRB
Bde Maka Ska - Main,27-0031,2017-08-14,50.5,91.48,cfu,,,,,N,,MPRB
Bde Maka Ska - Thomas,27-0031,2017-08-14,279.5,54.15,cfu,,,,,N,,MPRB
Wirth,27-0037,2017-08-14,183.5,29.66,cfu,,,,,N,,MPRB
Cedar - East,27-0039,2017-08-14,3.5,73.43,cfu,,,,,N,,MPRB
Cedar - Main,27-0039,2017-08-14,29.5,60.77,cfu,,,,,N,,MPRB
Cedar - Point,27-0039,2017-08-14,24,37.19,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-08-14,2076.5,12,cfu,,,,,Y,ecoli_1dayGM,MPRB
Hiawatha,27-0018,2017-08-16,234.5,,cfu,,,,,N,,MPRB
Harriet - Main,27-0016,2017-08-21,16.55,47.39,cfu,,,,,N,,MPRB
Harriet - SE,27-0016,2017-08-21,56.3,81,cfu,,,,,N,,MPRB
Hiawatha,27-0018,2017-08-21,132.5,83,cfu,,,,,N,,MPRB
Nokomis - 50th,27-0019,2017-08-21,16.25,74,cfu,,,,,N,,MPRB
Nokomis - Main,27-0019,2017-08-21,119.1,102,cfu,,,,,N,,MPRB
Bde Maka Ska - 32nd,27-0031,2017-08-21,9.9,43.29,cfu,,,,,N,,MPRB
